L_int_m,gamma_db_per_cm,width
0.5,0,0.235386119257087
0.6746414238367816,0,0.235386119257087
0.9102821015130401,0,0.235386119257087
1.2282280261157903,0,0.235386119257087
1.6572270086699934,0,0.235386119257087
2.23606797749979,0,0.235386119257087
3.017088168272581,0,0.235386119257087
4.070905315369044,0,0.235386119257087
5.492802716530588,0,0.235386119257087
7.411344491069475,0,0.235386119257087
10.0,0,0.235386119257087
0.5,30,0.235386119257087
0.6746414238367816,30,0.235386119257087
0.9102821015130401,30,0.235386119257087
1.2282280261157903,30,0.235386119257087
1.6572270086699934,30,0.235386119257087
2.23606797749979,30,0.235386119257087
3.017088168272581,30,0.235386119257087
4.070905315369044,30,0.235386119257087
5.492802716530588,30,0.235386119257087
7.411344491069475,30,0.235386119257087
10.0,30,0.235386119257087
0.5,100,0.235386119257087
0.6746414238367816,100,0.235386119257087
0.9102821015130401,100,0.235386119257087
1.2282280261157903,100,0.235386119257087
1.6572270086699934,100,0.235386119257087
2.23606797749979,100,0.235386119257087
3.017088168272581,100,0.235386119257087
4.070905315369044,100,0.235386119257087
5.492802716530588,100,0.235386119257087
7.411344491069475,100,0.235386119257087
10.0,100,0.235386119257087
0.5,0,0.235386119257087
0.6746414238367816,0,0.235386119257087
0.9102821015130401,0,0.235386119257087
1.2282280261157903,0,0.235386119257087
1.6572270086699934,0,0.235386119257087
2.23606797749979,0,0.235386119257087
3.017088168272581,0,0.235386119257087
4.070905315369044,0,0.235386119257087
5.492802716530588,0,0.235386119257087
7.411344491069475,0,0.235386119257087
10.0,0,0.235386119257087
0.5,30,0.235386119257087
0.6746414238367816,30,0.235386119257087
0.9102821015130401,30,0.235386119257087
1.2282280261157903,30,0.235386119257087
1.6572270086699934,30,0.235386119257087
2.23606797749979,30,0.235386119257087
3.017088168272581,30,0.235386119257087
4.070905315369044,30,0.235386119257087
5.492802716530588,30,0.235386119257087
7.411344491069475,30,0.235386119257087
10.0,30,0.235386119257087
0.5,100,0.235386119257087
0.6746414238367816,100,0.235386119257087
0.9102821015130401,100,0.235386119257087
1.2282280261157903,100,0.235386119257087
1.6572270086699934,100,0.235386119257087
2.23606797749979,100,0.235386119257087
3.017088168272581,100,0.235386119257087
4.070905315369044,100,0.235386119257087
5.492802716530588,100,0.235386119257087
7.411344491069475,100,0.235386119257087
10.0,100,0.235386119257087
